audio_path,reference,prediction,source,duration_seconds_x,speaker_id_x,cluster,split_x,audio_cluster,duration_seconds_y,speaker_id_y,split_y,transcript,sentence_cluster,sample_wer,sample_cer,reference_word_count,prediction_word_count,reference_char_count,prediction_char_count,words_per_second,chars_per_second,dominant_error,num_substitutions,num_deletions,num_insertions,num_word_edits,actual_duration_seconds,peak_amplitude,mean_abs_amplitude,rms_mean,rms_std,rms_mean_db,rms_p10_db,rms_p50_db,rms_p90_db,clipping_ratio,snr_proxy_db,dynamic_range_db,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,silence_ratio,non_silent_duration_seconds,leading_silence_ratio,trailing_silence_ratio,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,duration_bucket
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_30534136.mp3,iti mai amintesti,iti mai amintești,common_voice,3.103,cv_0a0a2875353fa279bc492e2b3ef22a517a8e8973f39ffd2ab117c992bb66ad57c0a251e229932d833740d6d7cd7c4e975123cf5f443b0a972c54c3e509dd9986,0,test,0,3.103,cv_0a0a2875353fa279bc492e2b3ef22a517a8e8973f39ffd2ab117c992bb66ad57c0a251e229932d833740d6d7cd7c4e975123cf5f443b0a972c54c3e509dd9986,test,iti mai amintesti,1,0.3333333333333333,0.058823529411764705,3,3,17,17,0.9689922480620154,5.4909560723514215,substitution,1,0,0,1,3.096,0.1842675507068634,0.011833789758384228,0.014878645539283752,0.024031495675444603,-36.54873204998137,-80.12956370135814,-61.95990897980902,-24.631140636178014,0.0,55.49841426356386,55.49841426356386,2680.1168201313794,877.8672283369781,1851.9648837723353,354.6956369990496,4804.5264175257735,1310.7784907139542,0.25615133698453607,0.1352861436140788,0.5103092783505154,1.5160824742268042,0.020618556701030927,0.1134020618556701,-473.3210754394531,162.6437225341797,28.304229736328125,46.38618087768555,-11.84125804901123,30.73682975769043,23.7271671295166,24.95964813232422,-7.4368181228637695,18.636619567871094,-5.064114093780518,16.309389114379883,5.3270416259765625,11.470964431762695,-0.14256365597248077,16.928115844726562,-12.647886276245117,16.54376792907715,-5.011582851409912,13.912882804870605,-0.9374092221260071,7.2949957847595215,-2.950352191925049,10.605324745178223,-4.2947468757629395,7.643510818481445,medium_3_6s
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_30768893.mp3,acum din cauza acestei directive au pierdut totul,acum din cauza acesta este directivă au pierdut totul,common_voice,4.976,cv_476aa4af4a87a7bd6ec3d6e6664f6d0357deed84fb4730ac682b46278c740faa5be8f036ef5080e928f66ffb7fa2032a0c044f74e95c7d068f2b67696cd8d914,2,test,2,4.976,cv_476aa4af4a87a7bd6ec3d6e6664f6d0357deed84fb4730ac682b46278c740faa5be8f036ef5080e928f66ffb7fa2032a0c044f74e95c7d068f2b67696cd8d914,test,acum din cauza acestei directive au pierdut totul,0,0.375,0.12244897959183673,8,9,49,53,1.6103059581320451,9.863123993558776,substitution,2,0,1,3,4.968,0.3524801731109619,0.01899120584130287,0.026420120149850845,0.02742856554687023,-31.56130423382531,-61.218663354228184,-36.51421391427008,-23.632222899620594,0.0,37.58643946838443,37.58643946838443,1322.5235066063242,658.4456379354489,1349.9905581273474,387.46702021673167,2457.822548231511,1280.2239771801271,0.10562889368971061,0.06952650437407891,0.1864951768488746,4.041491961414791,0.00964630225080386,0.03215434083601286,-374.095947265625,124.55220794677734,121.07832336425781,46.54090881347656,-7.592529296875,29.336811065673828,30.631467819213867,30.47075080871582,5.696383476257324,23.42933464050293,-6.419423580169678,17.67540168762207,-10.931638717651367,18.780410766601562,-4.385448932647705,12.870386123657227,-0.028654588386416435,12.12531566619873,-11.256364822387695,12.101957321166992,-15.928378105163574,12.500214576721191,5.062250137329102,12.398962020874023,-9.096198081970215,15.549199104309082,medium_3_6s
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_38508731.mp3,este extrem de important să avem obiective ambițioase,este extrem de important să avem obiective ambițioase,common_voice,4.436,cv_67f5590e927d9518388be41b57ba665b8cc93d6ddfbd9f7818be98f6d17afb13d873f098b5a627f63e55e0236cc9b145c5b086424dd4aff7251a809f3ed5aa10,1,test,1,4.436,cv_67f5590e927d9518388be41b57ba665b8cc93d6ddfbd9f7818be98f6d17afb13d873f098b5a627f63e55e0236cc9b145c5b086424dd4aff7251a809f3ed5aa10,test,este extrem de important să avem obiective ambițioase,1,0.0,0.0,8,8,53,53,1.806684733514002,11.969286359530262,none,0,0,0,0,4.428,0.9133583903312683,0.08108814805746078,0.1072697713971138,0.10310979932546616,-19.390452898053898,-58.41243957648915,-21.651429257130303,-11.88911197348768,0.0,46.52332688291929,46.52332688291929,2235.8467933979955,1392.5082078710132,1854.835085097682,366.40525744029856,4110.305731046931,1910.4320302422502,0.20307211755415164,0.20348570571350236,0.22382671480144403,3.436895306859206,0.018050541516245487,0.11191335740072202,-235.4013214111328,141.6876983642578,59.905853271484375,64.23511505126953,34.8630256652832,26.303930282592773,25.11068344116211,37.56351852416992,3.2836263179779053,17.67927360534668,-15.888079643249512,25.64045524597168,-14.87717342376709,18.534345626831055,2.6203081607818604,14.440153121948242,2.369588851928711,12.297660827636719,-2.7706406116485596,13.588715553283691,-7.370457172393799,10.550424575805664,-5.410880088806152,8.988325119018555,-17.404098510742188,10.721872329711914,medium_3_6s
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_27113881.mp3,a ști carte nu înseamnă a ști înțelepciune,aștii carte nu înseamnă aștii înțelepciune,common_voice,4.884,cv_711dc96cffd0318399d9d4bc0e425ccdfd2f873d2e3f9ffe21d3979103f7367103f3ce1dd185a4c70c82135afd9881eded64f648a549e8b6dac4d819c4fe8086,0,test,0,4.884,cv_711dc96cffd0318399d9d4bc0e425ccdfd2f873d2e3f9ffe21d3979103f7367103f3ce1dd185a4c70c82135afd9881eded64f648a549e8b6dac4d819c4fe8086,test,a ști carte nu înseamnă a ști înțelepciune,0,0.5,0.09523809523809523,8,6,42,42,1.6460905349794237,8.641975308641975,substitution,2,2,0,4,4.86,0.8489652276039124,0.022188697010278702,0.03162449598312378,0.04873768985271454,-29.999527746989653,-79.87633880793047,-45.19954987099916,-18.56090109585525,0.0,61.31542915633457,61.31542915633457,1510.623787629365,988.9644259088437,1360.7331531063744,673.8183817988487,2881.7331414473683,1929.751704710047,0.14731316817434212,0.11052121954207747,0.4506578947368421,2.669802631578948,0.17763157894736842,0.2532894736842105,-455.76336669921875,130.55345153808594,100.89669036865234,86.40983581542969,13.213217735290527,35.137184143066406,-5.82348108291626,33.89128494262695,-0.552223801612854,17.993833541870117,10.06610107421875,18.243553161621094,-11.424581527709961,21.374746322631836,-10.547446250915527,14.99755859375,-9.71750545501709,14.73257064819336,-4.176568031311035,11.07805347442627,-9.825052261352539,9.693711280822754,-15.444622993469238,12.711645126342773,-3.05472993850708,9.734896659851074,medium_3_6s
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36949803.mp3,provin dintr-o țară cu un climat foarte umed,proven din trățară cu climat foarte umeză,common_voice,4.795,cv_743097ae75f63e4ccaf014f324a8d5bbea2fcbe865685f7fd68bcb96c9025662317ba42dbae5cb04713ed1a6b0b0786accdbcefe24dad707a57cb381f5017bcf,1,test,1,4.795,cv_743097ae75f63e4ccaf014f324a8d5bbea2fcbe865685f7fd68bcb96c9025662317ba42dbae5cb04713ed1a6b0b0786accdbcefe24dad707a57cb381f5017bcf,test,provin dintr-o țară cu un climat foarte umed,1,0.625,0.22727272727272727,8,7,44,41,1.670843776106934,9.189640768588136,substitution,4,1,0,5,4.788,0.5652203559875488,0.03277210891246796,0.04108455777168274,0.05480637773871422,-27.726427666980598,-64.21467864757587,-39.36586139145521,-17.81597265259125,0.0,46.398704590670576,46.398704590670576,1436.687026297209,923.6397654608361,1637.9245142822654,563.4612077935055,2920.0520833333335,1952.0479148167576,0.088837890625,0.09379781105751733,0.39,2.92068,0.006666666666666667,0.07666666666666666,-376.68463134765625,137.87445068359375,97.29163360595703,56.959407806396484,27.806602478027344,21.00955581665039,10.60431957244873,20.78538703918457,-7.340511798858643,20.252283096313477,-0.26363280415534973,13.318085670471191,7.667914390563965,13.215752601623535,-5.500460624694824,10.775895118713379,-8.060709953308105,12.6712064743042,-8.736207008361816,10.383308410644531,-8.203235626220703,6.24175500869751,4.529766082763672,11.669900894165039,0.9760657548904419,10.328508377075195,medium_3_6s
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_39291657.mp3,cererea de cărbune și prețul cărbunelui cresc,cererea de cărpune și prețul cărpune lui cresc,common_voice,3.967,cv_75f2da2f5b7e61611b245e99941e3038653200410a5591cb6fb483bed97e874d203237f1fcd7ba449cd9c4f2391aca63b16313e6372c217faba56b997017eaef,0,test,0,3.967,cv_75f2da2f5b7e61611b245e99941e3038653200410a5591cb6fb483bed97e874d203237f1fcd7ba449cd9c4f2391aca63b16313e6372c217faba56b997017eaef,test,cererea de cărbune și prețul cărbunelui cresc,0,0.42857142857142855,0.06666666666666667,7,8,45,46,1.7676767676767677,11.363636363636363,substitution,2,0,1,3,3.96,0.5597652792930603,0.019717339426279068,0.027834033593535423,0.03767292574048042,-31.1084770587456,-90.67145631028545,-41.13416933091864,-22.863929685962027,0.0,67.80749696169889,67.80749696169889,1991.9754167423587,1423.3902580926467,1407.4118798532613,503.03024590724795,3361.0446068548385,1930.5318545688547,0.20173497353830644,0.18080889822604623,0.3629032258064516,2.5229032258064517,0.1774193548387097,0.16532258064516128,-419.7484436035156,151.7808380126953,84.32476806640625,77.59070587158203,-7.092953681945801,22.0601863861084,15.303155899047852,23.36195945739746,-11.58835506439209,14.465846061706543,-6.544027328491211,14.691987991333008,-30.475650787353516,25.277334213256836,-12.957571029663086,14.603669166564941,-6.399847030639648,11.830122947692871,-11.04977035522461,14.901631355285645,-17.250980377197266,14.08260726928711,-3.8664255142211914,7.668056488037109,-18.02206802368164,14.948257446289062,medium_3_6s
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_31213444.mp3,putem face mai mult și mai bine,putem face mai mult și mai bine,common_voice,3.824,cv_76a205a373140fff0cc2014d10c74427041f50ab80b89288c293c5177a4199e25560b36ff60a13876ddbacbf987f89491b50c4150279c8a9ceb31d4ca7d8bcdd,0,test,0,3.824,cv_76a205a373140fff0cc2014d10c74427041f50ab80b89288c293c5177a4199e25560b36ff60a13876ddbacbf987f89491b50c4150279c8a9ceb31d4ca7d8bcdd,test,putem face mai mult și mai bine,1,0.0,0.0,7,7,31,31,1.8343815513626835,8.123689727463313,none,0,0,0,0,3.816,0.9689856767654419,0.04511144384741783,0.059903763234615326,0.09998361766338348,-24.450917875856387,-59.72460876571593,-38.56994833453876,-13.287204995627143,0.0,46.437402932617275,46.437402932617275,2063.8394347231974,970.2143800290473,1805.7810325336902,441.2338484981204,4049.2612447698743,1708.5346195715717,0.15690785172594143,0.11054815971021208,0.3598326359832636,2.442878661087866,0.016736401673640166,0.10460251046025104,-304.363037109375,142.55471801757812,71.58184051513672,56.20014572143555,9.846673011779785,24.951210021972656,16.838590621948242,34.609954833984375,5.246216773986816,15.916163444519043,-17.98417854309082,20.981678009033203,-14.890868186950684,18.482587814331055,-0.2764897644519806,13.232986450195312,-14.149015426635742,9.904860496520996,-6.383130073547363,10.824483871459961,-4.338534355163574,8.818723678588867,7.717485427856445,12.626934051513672,-4.495591163635254,10.591045379638672,medium_3_6s
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_31953628.mp3,acest lucru ar fi cu adevărat surprinzător,acest lucru ar fi cu adevărat surprinzător,common_voice,5.784,cv_988581a5cce1a14ddf4f07e784697a774e60094d1a2277bc202596d8b42c41b83877405efb48613cd64de2267f79c47084768650c1734614e5e705262b8b070c,2,test,2,5.784,cv_988581a5cce1a14ddf4f07e784697a774e60094d1a2277bc202596d8b42c41b83877405efb48613cd64de2267f79c47084768650c1734614e5e705262b8b070c,test,acest lucru ar fi cu adevărat surprinzător,0,0.0,0.0,7,7,42,42,1.215277777777778,7.291666666666667,none,0,0,0,0,5.76,0.48817020654678345,0.016422543674707413,0.02265527844429016,0.03278421238064766,-32.8966119152703,-60.8548278637791,-47.654086728356745,-22.469564647940345,0.0,38.38526226896148,38.38526226896148,2389.2856803617183,1170.036689838676,1598.773470399532,415.93831080797025,3804.2979570637117,1602.7465316215457,0.2585645342797784,0.17995133805715408,0.26038781163434904,4.26016620498615,0.038781163434903045,0.00554016620498615,-406.2318115234375,108.97966766357422,59.133758544921875,57.41136169433594,29.39942741394043,24.003185272216797,40.67232131958008,23.223569869995117,-27.950077056884766,17.629058837890625,13.234338760375977,26.98309326171875,-29.22317886352539,32.003238677978516,-1.4148259162902832,12.857234001159668,-0.28978872299194336,11.697493553161621,-7.109023094177246,10.999439239501953,-3.4226784706115723,12.581804275512695,-7.719285011291504,10.425382614135742,0.07208970189094543,9.585705757141113,medium_3_6s
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_39884823.mp3,aș dori să menționez câteva dintre acestea,aș dori să menționez câteva dintre acestea,common_voice,3.607,cv_d9a9f88000ac540eef0982e97361d4774f4eb9331d9c0e89bd38f22bcc5a6e875039ac2bdb926924c9ada147cdc34434939106fa7515191f1a1fc72feb8e2b6c,1,test,1,3.607,cv_d9a9f88000ac540eef0982e97361d4774f4eb9331d9c0e89bd38f22bcc5a6e875039ac2bdb926924c9ada147cdc34434939106fa7515191f1a1fc72feb8e2b6c,test,aș dori să menționez câteva dintre acestea,1,0.0,0.0,7,7,42,42,1.9444444444444444,11.666666666666666,none,0,0,0,0,3.6,0.613020658493042,0.032781727612018585,0.04266748204827309,0.05075453221797943,-27.39805971127243,-126.99295673007032,-32.52107138401535,-17.64468888713107,0.0,109.3463251145185,109.3463251145185,2175.473808473964,1134.2343917690202,1690.5061985530388,488.584090283626,4056.6924778761063,1700.1570570007386,0.20403674640486727,0.15295244241561448,0.4026548672566372,2.150442477876106,0.13716814159292035,0.26548672566371684,-379.13067626953125,196.4507598876953,50.69041061401367,66.28095245361328,8.629240989685059,20.822481155395508,25.599496841430664,26.379850387573242,-6.450644493103027,10.873437881469727,3.117326498031616,11.858366966247559,-27.86092185974121,24.745895385742188,12.52981948852539,14.321986198425293,-11.217537879943848,14.042088508605957,6.999316215515137,9.509254455566406,-9.789621353149414,9.443692207336426,-5.6830291748046875,7.10999059677124,-2.0012292861938477,5.575051784515381,medium_3_6s
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_28844342.mp3,cred că acest lucru este extrem de important,cred că acest lucru este extrem de important,common_voice,5.64,cv_e1c6a6d78c1c4ff6b3675a5c73eca19d6b0a9b4c6d4b27e92fd8cd56412fdd0ffdb5a628e476cea3e52e42fa11a2c3c4e29c5610e4091024fcd1856a1c48a1bb,1,test,1,5.64,cv_e1c6a6d78c1c4ff6b3675a5c73eca19d6b0a9b4c6d4b27e92fd8cd56412fdd0ffdb5a628e476cea3e52e42fa11a2c3c4e29c5610e4091024fcd1856a1c48a1bb,test,cred că acest lucru este extrem de important,1,0.0,0.0,8,8,44,44,1.4245014245014247,7.834757834757835,none,0,0,0,0,5.616,0.632673978805542,0.01169083546847105,0.016150347888469696,0.03381524607539177,-35.836362365214285,-76.20952463646181,-63.17846800479616,-26.969285311432827,0.0,49.24023373017307,49.24023373017307,2024.7023954695578,876.6726114778897,1858.9522907857647,488.42102007134724,4072.998046875,1814.777983146844,0.17171408913352273,0.11940943633848293,0.5823863636363636,2.3453181818181816,0.08806818181818182,0.4346590909090909,-448.8017578125,126.9709701538086,55.2541618347168,54.19112777709961,-1.8981614112854004,24.727991104125977,6.772476673126221,18.597991943359375,6.874825954437256,19.57061004638672,-12.729602813720703,16.6025447845459,-16.061368942260742,18.53055763244629,-18.43754768371582,19.93669891357422,-6.537802219390869,8.005607604980469,-14.373126983642578,14.553581237792969,-12.173628807067871,14.42513656616211,-2.5159218311309814,8.412362098693848,-9.916726112365723,12.039231300354004,medium_3_6s
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_28030644.mp3,fiți ambițioasă și noi vă vom sprijini,piți ambitioasă și noi vă vom sprijini,common_voice,4.723,cv_e5a9205892c5e9638c90343396df8695462727a15c780daa8ccbac96aaf5404adf4f9d8bbfe7865a279226128ad0dbcf4427de5a131d5b988a53a471583b1ba4,1,test,1,4.723,cv_e5a9205892c5e9638c90343396df8695462727a15c780daa8ccbac96aaf5404adf4f9d8bbfe7865a279226128ad0dbcf4427de5a131d5b988a53a471583b1ba4,test,fiți ambițioasă și noi vă vom sprijini,1,0.2857142857142857,0.05263157894736842,7,7,38,38,1.484308736217133,8.057675996607294,substitution,2,0,0,2,4.716,0.7173248529434204,0.05748121812939644,0.07316940277814865,0.07875212281942368,-22.713409794839322,-83.18479132412389,-24.779274559781047,-14.912587779524769,0.0,68.27219101647735,68.27219101647735,1488.381764437596,646.7716525554722,1605.3472907527657,463.8408573180964,3051.4830508474574,1513.0600736666627,0.1028270656779661,0.07771957132773133,0.4,2.8296,0.15932203389830507,0.24067796610169492,-312.9721374511719,188.2161407470703,68.69715118408203,59.209434509277344,-4.4587931632995605,28.68124008178711,8.471545219421387,28.530336380004883,-0.09195701777935028,8.585399627685547,-12.776885986328125,18.475276947021484,-4.969945907592773,9.325867652893066,-9.018088340759277,10.791714668273926,-13.338302612304688,12.795406341552734,-6.977555751800537,8.336129188537598,-15.720338821411133,13.696645736694336,-3.616966485977173,6.696111679077148,-14.933916091918945,12.290987968444824,medium_3_6s
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36928985.mp3,aceste tulburări au loc și mai frecvent acum,aceste tulburări au loc și mai frecquent acum,common_voice,4.723,cv_eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b,2,test,2,4.723,cv_eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b,test,aceste tulburări au loc și mai frecvent acum,0,0.125,0.045454545454545456,8,8,44,45,1.6963528413910092,9.32994062765055,substitution,1,0,0,1,4.716,0.4931390881538391,0.0390811413526535,0.05153757333755493,0.04814442992210388,-25.757520683851375,-62.988336321548324,-28.710205455220866,-18.307112047147314,0.0,44.68122305628077,44.68122305628077,1039.5833555574309,691.8796505343115,1079.1392735933189,519.5255932967681,1892.0550847457628,1347.2951390159822,0.08510328389830508,0.0822765358852739,0.2033898305084746,3.756813559322034,0.04745762711864407,0.0847457627118644,-346.58184814453125,123.85553741455078,157.2683868408203,68.73321533203125,-1.4404315948486328,34.699405670166016,4.559494972229004,22.063156127929688,-0.8667119145393372,19.352880477905273,-2.641047954559326,15.259787559509277,-13.91690731048584,20.43214225769043,-8.760701179504395,12.65758228302002,-4.917171955108643,12.050981521606445,-4.884787559509277,12.012168884277344,-1.889225959777832,12.500088691711426,0.17754395306110382,8.239686965942383,-5.781431198120117,10.982024192810059,medium_3_6s
