audio_path,transcript,source,duration_seconds,difficulty_rating,speaker_id,recording_id,observation,cluster,split,cv_path,age,gender,accents,variant,up_votes,down_votes,segment,duration_bucket,word_count,char_count
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_40018473.mp3,domnia sa poate să-și apere drepturile sale presupuse,common_voice,4.867,1,cv_06f91a48232da34bbd26b9b270591c2e295e9522dd8839cbcf2f3cc83b25e63dbaba8ca27493d27901c664846defad4f3ba4a85848701179c5d45dad305c80e9,cv_common_voice_ro_40018473.mp3,,2,train,common_voice_ro_40018473.mp3,twenties,male_masculine,unknown,unknown,2,0,,medium_3_6s,8,53
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_38390317.mp3,avem însă și o responsabilitate europeană,common_voice,4.776,1,cv_07b9e73fe1516d96e2ced90d93c5ed7f9677b27ac2f33207d2971ff9eb257cae6f6a8536500a1efb9aeac2c1c76927527195c9481d5023ae0f5a229f6f284c17,cv_common_voice_ro_38390317.mp3,,1,train,common_voice_ro_38390317.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,6,41
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26039365.mp3,acum am depus două amendamente în plen,common_voice,4.003,1,cv_09f386fe4ede82f6af14b4328b79182b3c2124617c104a3edaba22dd91669e9dd1354a2b8d4b646fee012cdc9400c883cc6c408ef1065876727ede93081aee6e,cv_common_voice_ro_26039365.mp3,,1,train,common_voice_ro_26039365.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,7,38
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_30534136.mp3,iti mai amintesti,common_voice,3.103,1,cv_0a0a2875353fa279bc492e2b3ef22a517a8e8973f39ffd2ab117c992bb66ad57c0a251e229932d833740d6d7cd7c4e975123cf5f443b0a972c54c3e509dd9986,cv_common_voice_ro_30534136.mp3,,0,test,common_voice_ro_30534136.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,3,17
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_30960424.mp3,mica afacere a tatălui meu rămâne mică,common_voice,4.327,1,cv_11153db824d7d86a3d08271a6193a8412ebcb276d9f147e39dbf48db34d4bb0bd19c1f5de8a375e99fc5a7150ea143c2a47276fc40f68574108f17a2abb71feb,cv_common_voice_ro_30960424.mp3,,0,train,common_voice_ro_30960424.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,7,38
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_20821552.mp3,cred că pentru noi este o poziție onorabilă,common_voice,3.462,1,cv_278bc816cc2b9c8468695b6fe68aa7c53d728f6a5d3bf43f3279bb511ef6e342638ac5fb80ab457c0fc0b428201cf9a762ad449704672cd9a98b55b8bbb32ddb,cv_common_voice_ro_20821552.mp3,,0,validation,common_voice_ro_20821552.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,8,43
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_30616960.mp3,spun un nu răspicat atunci acestui raport,common_voice,7.784,1,cv_2b7a25e25f9414fc025d2d7aefa31b9e01d3d3f86eda38feb235cbd4e413088378b75a98485cc18bf5eb96c82a499326d7128925b2e2bb267f0d9acfb0c994be,cv_common_voice_ro_30616960.mp3,,2,validation,common_voice_ro_30616960.mp3,unknown,unknown,unknown,unknown,2,0,,long_>6s,7,41
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_30768893.mp3,acum din cauza acestei directive au pierdut totul,common_voice,4.976,1,cv_476aa4af4a87a7bd6ec3d6e6664f6d0357deed84fb4730ac682b46278c740faa5be8f036ef5080e928f66ffb7fa2032a0c044f74e95c7d068f2b67696cd8d914,cv_common_voice_ro_30768893.mp3,,2,test,common_voice_ro_30768893.mp3,thirties,male_masculine,unknown,unknown,2,0,,medium_3_6s,8,49
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26055901.mp3,închis în două mii nouă cu neînceperea urmăririi penale,common_voice,4.938,1,cv_4fe9d21b1f6f350a150b9142783b026537f75eb8a7e91e6b99ba84c43337fa63ec6273ddbaf0a3fb62361f17a4d61d540b3ab8d7bcb169d3b3d8a75b0a84fd6f,cv_common_voice_ro_26055901.mp3,,2,validation,common_voice_ro_26055901.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,9,55
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26957676.mp3,așadar numărul de automobile trebuie redus,common_voice,4.723,1,cv_501bd54c40f340b0c4c68cc1eaed2e623aff0a5c57ab61ce45e082f9a78ad9daf9ae0c989cba07723687a3ff755b9a662c8c4264af6e15fdbfc390e5747b339d,cv_common_voice_ro_26957676.mp3,,1,train,common_voice_ro_26957676.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,6,42
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_41953297.mp3,doamnă președintă avem un plan ambițios,common_voice,4.76,1,cv_578e4b6d15fd3acc1528e311a76b2f0ad58b8ec5aee29102ff7040feb826ae76503dd68c9e7cdcdffe9f476e92c7413b42c4de153379849d62af4c6eec2f5829,cv_common_voice_ro_41953297.mp3,,1,validation,common_voice_ro_41953297.mp3,twenties,unknown,Muntenesc,Romanian-Romania,2,0,,medium_3_6s,6,39
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36910904.mp3,astfel de lecții nu sunt adecvate,common_voice,3.716,1,cv_5f3e2d3c0f3237f0423200601433fa820d95c027f1f54e6ffa002fa0567361861d7c2e3aa3c0cbc9083c45d081cbb92615c32ce80ee4b3766dc78ed7c7ab440f,cv_common_voice_ro_36910904.mp3,,1,train,common_voice_ro_36910904.mp3,unknown,unknown,i have a eastern european accent|calm accent,unknown,2,0,,medium_3_6s,6,33
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_38366474.mp3,pe masa procurorilor parchetului de pe lângă judecătoria constanța,common_voice,7.224,1,cv_614a35a3197001ba5661cc0f81bd2922aa6584e21a7ee34d238fd979dcd3aa0d64cd2436482fde6625e59f023c434f8f20090dc4a401e2d9cd66ba221005971b,cv_common_voice_ro_38366474.mp3,,2,train,common_voice_ro_38366474.mp3,unknown,unknown,unknown,unknown,2,0,,long_>6s,9,66
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_30598660.mp3,am lucrat mult asupra acestui lucru,common_voice,4.615,1,cv_678d49fa533d0a471146ada39803525b698b70b207ae6455869a7efdd1678ea58430c7a615ab56b66bc90a2403776e08ce029798765f1c7b8c41fd77208d3ba6,cv_common_voice_ro_30598660.mp3,,0,validation,common_voice_ro_30598660.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,6,35
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_38508731.mp3,este extrem de important să avem obiective ambițioase,common_voice,4.436,1,cv_67f5590e927d9518388be41b57ba665b8cc93d6ddfbd9f7818be98f6d17afb13d873f098b5a627f63e55e0236cc9b145c5b086424dd4aff7251a809f3ed5aa10,cv_common_voice_ro_38508731.mp3,,1,test,common_voice_ro_38508731.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,8,53
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_27113881.mp3,a ști carte nu înseamnă a ști înțelepciune,common_voice,4.884,1,cv_711dc96cffd0318399d9d4bc0e425ccdfd2f873d2e3f9ffe21d3979103f7367103f3ce1dd185a4c70c82135afd9881eded64f648a549e8b6dac4d819c4fe8086,cv_common_voice_ro_27113881.mp3,,0,test,common_voice_ro_27113881.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,8,42
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36949803.mp3,provin dintr-o țară cu un climat foarte umed,common_voice,4.795,1,cv_743097ae75f63e4ccaf014f324a8d5bbea2fcbe865685f7fd68bcb96c9025662317ba42dbae5cb04713ed1a6b0b0786accdbcefe24dad707a57cb381f5017bcf,cv_common_voice_ro_36949803.mp3,,1,test,common_voice_ro_36949803.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,8,44
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_39291657.mp3,cererea de cărbune și prețul cărbunelui cresc,common_voice,3.967,1,cv_75f2da2f5b7e61611b245e99941e3038653200410a5591cb6fb483bed97e874d203237f1fcd7ba449cd9c4f2391aca63b16313e6372c217faba56b997017eaef,cv_common_voice_ro_39291657.mp3,,0,test,common_voice_ro_39291657.mp3,thirties,male_masculine,unknown,unknown,2,0,,medium_3_6s,7,45
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_31213444.mp3,putem face mai mult și mai bine,common_voice,3.824,1,cv_76a205a373140fff0cc2014d10c74427041f50ab80b89288c293c5177a4199e25560b36ff60a13876ddbacbf987f89491b50c4150279c8a9ceb31d4ca7d8bcdd,cv_common_voice_ro_31213444.mp3,,0,test,common_voice_ro_31213444.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,7,31
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_32764757.mp3,este o problemă a oricui din lume,common_voice,5.768,1,cv_8728c1a4e16b27485650ce026cda3933f96afa3dc16010ebc6f6914d1a9fc6e810379b9814253f6fb7d937815552405ffe8cdb4ae28d267094b095709dc171ef,cv_common_voice_ro_32764757.mp3,,2,validation,common_voice_ro_32764757.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,7,33
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26645399.mp3,putem învăța trei lucruri din situația actuală,common_voice,3.428,1,cv_8d7c611d495064bcd3bdfb1174bb3c0e0072feb3c99697f5b0247203c0482423d7bbe2cd81e0bbea893110428a0458f00036d121776b04fb6bc174b6a36c8dc3,cv_common_voice_ro_26645399.mp3,,1,validation,common_voice_ro_26645399.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,7,46
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_31953628.mp3,acest lucru ar fi cu adevărat surprinzător,common_voice,5.784,1,cv_988581a5cce1a14ddf4f07e784697a774e60094d1a2277bc202596d8b42c41b83877405efb48613cd64de2267f79c47084768650c1734614e5e705262b8b070c,cv_common_voice_ro_31953628.mp3,,2,test,common_voice_ro_31953628.mp3,thirties,female_feminine,unknown,unknown,2,0,,medium_3_6s,7,42
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_37896179.mp3,ultimele câteva luni au fost o provocare,common_voice,3.896,1,cv_a27a6551ff5d41552ed8bf65c2c864f5920339b956b9854b2d6a5e8f4f6cf7d673333b20aa8b0ecd951c8613f01129e809ebbdb999ee11c75380e94e327c55df,cv_common_voice_ro_37896179.mp3,,1,validation,common_voice_ro_37896179.mp3,thirties,male_masculine,unknown,unknown,2,0,,medium_3_6s,7,40
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_30456484.mp3,am fost acolo de două ori,common_voice,3.356,1,cv_a4336b56cc3435c37b7531e6e50d0349c0c4708eb71c21e67eab41e3f05d17977e5749387ce493bddba4635c85f8dd5438802ba7f45919d755cfb151a61b1148,cv_common_voice_ro_30456484.mp3,,1,train,common_voice_ro_30456484.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,6,25
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_27776093.mp3,nu trebuie să uităm un lucru evident,common_voice,4.508,1,cv_b3291174245729f7c0db9e1a5ae2e21f8e417e19c51f16f3ee6ea2d7895f187eacc0ff3b432527a009847ec51a8edf6c3809e376b0297dccd9e19743b65fecd3,cv_common_voice_ro_27776093.mp3,,1,validation,common_voice_ro_27776093.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,7,36
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_30668613.mp3,totuși de data aceasta atmosfera a fost diferită,common_voice,5.335,1,cv_ba7223eabdfb8f600e5b9c3fe11093fa7a21cf372e09321b6edcbecdeee8e1d386126d2aa5422b70a0a215076df58b886777d7f66ffee2e3abebf25c986f17af,cv_common_voice_ro_30668613.mp3,,2,validation,common_voice_ro_30668613.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,8,48
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_27166152.mp3,aici este vorba de o chestiune majoră,common_voice,5.048,1,cv_c723673f631731f574bd925f3afa273bc8a67b3082cfc288bc43d5b59e20da714b35494e9af4922329af71262d52d35400dd7aa8b1c413008003bac1170ac02b,cv_common_voice_ro_27166152.mp3,,1,validation,common_voice_ro_27166152.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,7,37
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26969284.mp3,din păcate aceste norme rămân incomplete,common_voice,4.723,1,cv_ceadf61cd65db47c40dbe63b8e801873746214ada700bdd205938894389e3fca2536ed7755fccabf1a207a0271ff45a0dd8eed5e7ba0c6a97ac1ee810ddaeea3,cv_common_voice_ro_26969284.mp3,,2,validation,common_voice_ro_26969284.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,6,40
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_39884823.mp3,aș dori să menționez câteva dintre acestea,common_voice,3.607,1,cv_d9a9f88000ac540eef0982e97361d4774f4eb9331d9c0e89bd38f22bcc5a6e875039ac2bdb926924c9ada147cdc34434939106fa7515191f1a1fc72feb8e2b6c,cv_common_voice_ro_39884823.mp3,,1,test,common_voice_ro_39884823.mp3,twenties,male_masculine,Moldovenesc,Romanian-Romania,2,0,,medium_3_6s,7,42
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36951689.mp3,n-are nicio legătură unul cu altul,common_voice,3.716,1,cv_dcb36dff98b823d1592f30579cb136d9941c4039e79503a6260d552fb3bf8599e55843aadf8dadd44b14b9dd1faa68b3934dacfe418a4436d352c080ed9367d9,cv_common_voice_ro_36951689.mp3,,0,train,common_voice_ro_36951689.mp3,thirties,male_masculine,unknown,unknown,2,0,,medium_3_6s,6,34
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_28844342.mp3,cred că acest lucru este extrem de important,common_voice,5.64,1,cv_e1c6a6d78c1c4ff6b3675a5c73eca19d6b0a9b4c6d4b27e92fd8cd56412fdd0ffdb5a628e476cea3e52e42fa11a2c3c4e29c5610e4091024fcd1856a1c48a1bb,cv_common_voice_ro_28844342.mp3,,1,test,common_voice_ro_28844342.mp3,fourties,male_masculine,unknown,unknown,2,0,,medium_3_6s,8,44
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_28030644.mp3,fiți ambițioasă și noi vă vom sprijini,common_voice,4.723,1,cv_e5a9205892c5e9638c90343396df8695462727a15c780daa8ccbac96aaf5404adf4f9d8bbfe7865a279226128ad0dbcf4427de5a131d5b988a53a471583b1ba4,cv_common_voice_ro_28030644.mp3,,1,test,common_voice_ro_28030644.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,7,38
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_33555168.mp3,au o apărare foarte bună în care se remarcă căpitanul tarknișvili,common_voice,5.588,1,cv_e87ed0d08e5a2c418b07f186c0ca90938e6c348793a74447ae079588efe356c8ecb65d8d0a9b7bdce5b6498f27b7b82b86a8c0d71cbe2d249044810197fb480b,cv_common_voice_ro_33555168.mp3,,2,train,common_voice_ro_33555168.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,11,65
